"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"[Pathologic consequences of a severe influenza outbreak (swine virus A/H1N1) under natural conditions in the non-immune sow at the beginning of pregnancy].","Pathological consequences of a severe outbreak of swine influenza (H1N1 virus) in the non immune sow at the beginning of pregnancy, under natural conditions. A sudden acute outbreak of fever, depression, anorexia and coughing in a group of nulliparous sows from a herd that was currently under epidemiological investigation lead to build a particular disposal of observation. The clinical signs were daily recorded including rectal temperature. Blood was taken from the sows at the beginning of the t","Madec, Kaiser, Gourreau, Martinat-Botte","https://doi.org/10.1016/0147-9571(89)90005-2","19891016","Abortion, Veterinary; Animals; Female; Fetal Death; Fetal Resorption; Fever; Immunity, Innate; Influenza A Virus, H1N1 Subtype; Influenza A virus; Orthomyxoviridae Infections; Pregnancy; Pregnancy Complications, Infectious; Serologic Tests; Swine; Swine Diseases","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",122
"Attenuation of murine coronavirus infection by ammonium chloride.","Ammonium chloride at a concentration of 20 mM delayed by 4-5 hr the production of virus progeny in mouse L-2 cells infected at high multiplicity with mouse hepatitis virus (MHV). This delay was seen in the production of both intracellular and extracellular virus. However, the final titers were similar to those produced by MHV-infected cells maintained in normal medium. The manifestation of virus-induced cell fusion was similarly found to be delayed, but not otherwise decreased in severity, when ","Mizzen, Hilton, Cheley, Anderson","https://doi.org/10.1016/0042-6822(85)90345-9","19851211","Ammonium Chloride; Animals; Kinetics; L Cells; Mice; Murine hepatitis virus; Nucleic Acid Hybridization; RNA, Viral; Transcription, Genetic; Viral Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",123
"Immunosuppressive effects of virulent strain of hemorrhagic enteritis virus in turkeys vaccinated against Newcastle disease.","One week after infection with a virulent strain of hemorrhagic enteritis virus (HEV), turkeys were vaccinated for Newcastle disease. The effect of a virulent strain of HEV on turkeys' immune response to Newcastle disease vaccine and the mitogenic response of their whole blood peripheral lymphocytes were examined. The results revealed a statistically significant difference (P less than .01) in the Newcastle disease hemagglutination inhibition (NDHI) antibody titers from turkeys infected with viru","Nagaraja, Kang, Newman","https://doi.org/10.3382/ps.0640588","19850612","Animals; Antibodies, Viral; Coronavirus, Turkey; Enteritis, Transmissible, of Turkeys; Gastrointestinal Hemorrhage; Hemagglutination Inhibition Tests; Immunocompetence; Lymphocyte Activation; Newcastle disease virus; Turkeys; Vaccination; Viral Vaccines; Virulence","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",124
"Bovine enteric coronavirus structure as studied by a freeze-drying technique.","A strain of bovine coronavirus (F15) was studied by electron microscopy using a freeze-drying technique. Purified coronavirus preparations show three different categories of image: (i) 'blackberry-like' virions, (ii) virions with a smooth depression at their surface, and (iii) apparently broken particles showing very clearly the areas of spike insertion in the virus membrane. Virus projections resemble 'mushrooms' with the 'stalk' inserted at the virus membrane. A model of the virion structure i","Roseto, Bobulesco, Laporte, Escaig, Gaches, Peries","https://doi.org/10.1099/0022-1317-63-1-241","19830214","Animals; Cattle; Coronaviridae; Freeze Drying; Microscopy, Electron; Models, Biological; Virion","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",125
"Physico-chemical properties of mouse hepatitis virus (MHV-2) grown on DBT cell culture.","Some properties of a strain of mouse hepatitis virus, MHV-2, grown on DBT cells were determined using a plaque assay on the cells. Viral growth was not inhibited by the presence of actinomycin D or 5-iodo-2-deoxyuridine. MHV-2 was completely inactivated by ether, chloroform, sodium deoxycholate or beta-propiolactone, but showed a moderate resistance to trypsin. Heating at 56 C for 30 min did not completely abolish the virus infectivity. The virus was stable after heating at 50 C for 15 min in 1M","Hirano, Hino, Fujiwara","https://doi.org/10.1111/j.1348-0421.1978.tb00384.x","19790124","Cell Line; Centrifugation, Density Gradient; Hemagglutinins, Viral; Hydrogen-Ion Concentration; Murine hepatitis virus; Sonication; Temperature; Ultraviolet Rays; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",126
"Intestinal infection of neonatal dogs with canine coronavirus 1-71: studies by virologic, histologic, histochemical, and immunofluorescent techniques.","Enteritis induced in neonatal dogs by oral inoculation of coronavirus 1-71 was studied by virologic, histologic, histochemical, and immunofluorescent antibody methods. The enteritis, accompanied by diarrhea, developed in 4 to 7 days and was characterized by atrophy and fusion of intestinal villi and deepening of crypts, increase in cellularity of the lamina propria, flattening of epithelial cells, and discharge of goblet cells. Intra-epithelial enzyme activities generally were depressed. Specifi","Keenan, Jervis, Marchwicki, Binn","https://www.google.com/search?q=Intestinal+infection+of+neonatal+dogs+with+canine+coronavirus+1-71:+studies+by+virologic,+histologic,+histochemical,+and+immunofluorescent+techniques.","19760520","Animals; Animals, Newborn; Colon; Coronaviridae; Dog Diseases; Dogs; Enteritis; Histocytochemistry; Intestine, Small; Lipid Metabolism; Virus Diseases","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",127
"Chapter 27 Emergence and Reemergence of Viral Zoonotic Diseases: Concepts and Factors of Emerging and Reemerging Globalization of Health Threats","Abstract The unpredictable emergence of new zoonotic diseases with viral etiology is currently a hot issue in the scientific and political circles. Viral emergence and reemergence, as a sanitary event, are only the visible part of the iceberg, while the hidden one corresponds to a multitude of complex and interrelated factors, including societal and environmental factors favoring the advent of the state of viral emergence and reemergence. According to the World Health Organization, 60% of the agents recognized as human pathogens come from the animal kingdom, and 75% of the pathogens responsible for emerging and reemerging animal diseases present a potential transgression of interface between interspecies establishing favorable conditions for genetic exchange leading to the emergence of new highly pathogenic variants and strains of which the animal is often the host reservoir. Therefore any public health prophylactic strategy requires a holistic approach to the health problem, taking into account the interaction between the triad elements of the human, animal, and environment. This globalized approach has been realized by the international community through the new recently established concept of ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œOne Health, One World,ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â making the old bipolar concept of separated human and animal health issues avoided and obsolete. The extreme diversity of emerging and reemerging viral pathogens, the change of human lifestyle, the globalization of travel, business exchanges, and tourism potentiate the risk of emergence of highly pathogenic zoonotic diseases. Promoting intersectorial collaboration will allow to unify the health and safety policies. The cross-cutting ecological and health data at the national and global scales are effective means for sustaining good health in human, animal, and ecosystem (in particular the viral ecology).","El Amri, Hamid; Boukharta, Mohamed; Zakham, Fathiah; Ennaji, Moulay Mustapha","https://www.doi.org/10.1016/b978-0-12-819400-3.00027-2","20201231",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",128
"A nationwide survey of psychological distress among Chinese people in the COVID-19 epidemic: implications and policy recommendations","The Coronavirus Disease 2019 (COVID-19) epidemic emerged in Wuhan, China, spread nationwide and then onto half a dozen other countries between December 2019 and early 2020. The implementation of unprecedented strict quarantine measures in China has kept a large number of people in isolation and affected many aspects of peopleÃ¢â‚¬â„¢s lives. It has also triggered a wide variety of psychological problems, such as panic disorder, anxiety and depression. This study is the first nationwide large-scale survey of psychological distress in the general population of China during the COVID-19 epidemic.","Qiu, Jianyin; Shen, Bin; Zhao, Min; Wang, Zhen; Xie, Bin; Xu, Yifeng","https://www.doi.org/10.1136/gpsych-2020-100213","2020036",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",129
"Pathogenicity of a QX-like avian infectious bronchitis virus isolated in China","ABSTRACT Avian infectious bronchitis is a serious and highly contagious disease caused by infectious bronchitis virus (IBV). We isolated a highly virulent IBV strain (CK/CH/JS/TAHY) from kidneys of diseased chickens. Phylogenetic analysis based on the S1 gene revealed that CK/CH/JS/TAHY clustered with the QX-like type. The S1 gene has 1,620 nucleotides and encoded a polypeptide of 540 amino acids with typical coronavirus cleavage recognition sites of HRRR. About 1-day-old specific pathogen-free White Leghorn chickens inoculated with CK/CH/JS/TAHY at 105.5 EID50 exhibited clinical signs including coughing, sneezing, nasal discharge, and tracheal vocalization accompanied by depression with 84% mortality and 100% morbidity. The kidneys of dead birds were swollen and pale and exhibited severe urate deposition. Histopathological examination revealed kidney hemorrhages, multifocal necrosis of the renal tubules and trachea with cilia loss, sloughing of epithelial cells, and edema of the lamina propria. IBV-specific antibodies appeared at 10 D post-infection. Chickens vaccinated with a CK/CH/JS/TAHY oil-emulsion vaccine showed 26.7% morbidity and 3% mortality indicating a protective effect. In conclusion, the IBV strain is a virulent avian IBV and that exhibited severe pathogenicity in chickens and is a vaccine candidate to prevent infection by Chinese QX-like nephropathogenic IBV strains.","Ren, Guangcai; Liu, Fan; Huang, Miaorong; Li, Lin; Shang, Huiqin; Liang, Meilan; Luo, Qiong; Chen, Ruiai","https://www.doi.org/10.3382/ps/pez568","20200131",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",130
"Lithium chloride confers protection against viral myocarditis via suppression of coxsackievirus B3 virus replication","Abstract Viral myocarditis (VMC) is a type of inflammation affecting myocardial cells caused by viral infection and has been an important cause of dilated cardiomyopathy (DCM) worldwide. Type B3 coxsackievirus (CVB3), a non-enveloped positive-strand RNA virus of the Enterovirus genus, is one of most common agent of viral myocarditis. Till now, effective treatments for VMC are lacking due to lack of drugs or vaccine. Lithium chloride (LiCl) is applied in the clinical management of manic depressive disorders. Accumulating evidence have demonstrated that LiCl, also as an effective antiviral drug, exhibited antiviral effects for specific viruses. However, there are few reports of evaluating LiClÃ¢â‚¬â„¢s antiviral effect in mice model. Here, we investigated the inhibitory influence of LiCl on the CVB3 replication in vitro and in vivo and the development of CVB3-induced VMC. We found that LiCl significantly suppressed CVB3 replication in HeLa via inhibiting virus-induced cell apoptosis. Moreover, LiCl treatment in vivo obviously inhibited virus replication within the myocardium and alleviated CVB3-induced acute myocarditis. Collectively, our data demonstrated that LiCl inhibited CVB3 replication and negatively regulated virus-triggered inflammatory responses. Our finding further expands the antiviral targets of LiCl and provides an alternative agent for viral myocarditis.","Zhao, Yinxia; Yan, Kepeng; Wang, Yanqi; Cai, Jiamin; Wei, Lin; Li, Shuijun; Xu, Wei; Li, Min","https://www.doi.org/10.1016/j.micpath.2020.104169","20200320",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",131
